clean_file,enhanced_file,sampling_rate,PESQ_Noisy,SI_SDR_Noisy,STOI_Noisy,DNSMOS_p808_mos_Noisy,DNSMOS_mos_sig_Noisy,DNSMOS_mos_bak_Noisy,DNSMOS_mos_ovr_Noisy,source_file,enhanced_file_mband_py_lin_avr1,sampling_rate_mband_py_lin_avr1,PESQ_mband_py_lin_avr1,SI_SDR_mband_py_lin_avr1,STOI_mband_py_lin_avr1,DNSMOS_p808_mos_mband_py_lin_avr1,DNSMOS_mos_sig_mband_py_lin_avr1,DNSMOS_mos_bak_mband_py_lin_avr1,DNSMOS_mos_ovr_mband_py_lin_avr1,source_file_mband_py_lin_avr1,enhanced_file_mband_py_lin_causal_ogw_avr1,sampling_rate_mband_py_lin_causal_ogw_avr1,PESQ_mband_py_lin_causal_ogw_avr1,SI_SDR_mband_py_lin_causal_ogw_avr1,STOI_mband_py_lin_causal_ogw_avr1,DNSMOS_p808_mos_mband_py_lin_causal_ogw_avr1,DNSMOS_mos_sig_mband_py_lin_causal_ogw_avr1,DNSMOS_mos_bak_mband_py_lin_causal_ogw_avr1,DNSMOS_mos_ovr_mband_py_lin_causal_ogw_avr1,source_file_mband_py_lin_causal_ogw_avr1,noise_category
p092_emo_contentment_freeform,BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB,16000,1.2958248853683472,9.98646640777588,0.8147104382514954,3.061474663870676,3.977994818238481,2.634985277203743,2.6915298488553896,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB_CLN-p092_emo_contentment_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB,16000,1.4375789165496826,10.117176055908203,0.8247084021568298,3.043623924255371,3.9007624770306815,2.9003617970183453,2.790965769023277,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB_CLN-p092_emo_contentment_freeform.csv,mband_py_N6_lin_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB,16000,1.4303672313690186,9.761322975158691,0.8187752962112427,3.2114039829799106,4.283179906456016,3.2506384412306777,3.3150519644120537,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_contentment_freeform_NOIZEUS_NOISE_DATASET_Inside Train_1_SNR[10]dB_CLN-p092_emo_contentment_freeform.csv,Train
p092_emo_contentment_sentences,BASELINE_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[10]dB,16000,1.5167944431304932,9.997347831726074,0.789560854434967,2.9051902294158936,3.327940641968244,2.3641442990754227,2.1931136864945464,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[10]dB_CLN-p092_emo_contentment_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[10]dB,16000,2.130557060241699,12.155145645141602,0.8041694164276123,3.255048990249634,3.726322662584305,3.00560283253755,2.746680192857793,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[10]dB_CLN-p092_emo_contentment_sentences.csv,mband_py_N6_lin_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[10]dB,16000,2.011624574661255,11.989745140075684,0.7942847013473511,3.2471697330474854,3.986344186469185,3.4936679164246898,3.253952205799093,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_contentment_sentences_NOIZEUS_NOISE_DATASET_Inside Train_2_SNR[10]dB_CLN-p092_emo_contentment_sentences.csv,Train
p092_emo_cuteness_freeform,BASELINE_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB,16000,1.209849834442139,9.981278419494627,0.6807807683944702,2.603095388412476,3.9026281511987255,2.287284326391682,2.619030555109424,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB_CLN-p092_emo_cuteness_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB,16000,1.4665238857269287,14.075971603393556,0.6729722023010254,2.482695531845093,3.9284894568035695,2.148065802939597,2.532273531337394,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB_CLN-p092_emo_cuteness_freeform.csv,mband_py_N6_lin_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB,16000,1.4302406311035156,13.39927864074707,0.6686480641365051,2.625034952163696,3.727446324571509,2.285483084761592,2.525508823862242,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_cuteness_freeform_NOIZEUS_NOISE_DATASET_Inside Train_3_SNR[10]dB_CLN-p092_emo_cuteness_freeform.csv,Train
p092_emo_cuteness_sentences,BASELINE_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB,16000,1.2817089557647705,9.998371124267578,0.7751016616821289,2.761836290359497,4.269006221774776,2.4611210839813733,2.8498613255623755,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB_CLN-p092_emo_cuteness_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB,16000,1.935610055923462,15.146677017211914,0.772503674030304,2.7953051328659058,4.13440653723425,2.666502688756757,2.885288546537693,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB_CLN-p092_emo_cuteness_sentences.csv,mband_py_N6_lin_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB,16000,1.841724634170532,14.840636253356934,0.7739633321762085,2.841730237007141,4.338899830023895,2.635905156196636,2.991487068393699,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_cuteness_sentences_NOIZEUS_NOISE_DATASET_PC Fan Noise_SNR[10]dB_CLN-p092_emo_cuteness_sentences.csv,Stationary
p092_emo_desire_freeform,BASELINE_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[10]dB,16000,1.2145620584487915,10.013667106628418,0.7838144898414612,2.893488089243571,4.143377276930316,2.392649755516853,2.7382702402108112,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[10]dB_CLN-p092_emo_desire_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[10]dB,16000,1.6074130535125732,10.283578872680664,0.783961832523346,2.932301958401998,3.716791720721005,2.593129458947375,2.553493421605774,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[10]dB_CLN-p092_emo_desire_freeform.csv,mband_py_N6_lin_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[10]dB,16000,1.5909247398376465,10.32193660736084,0.7828188538551331,3.036375919977824,3.492195520491624,2.5634259262922208,2.462176383927615,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_desire_freeform_NOIZEUS_NOISE_DATASET_SSN_IEEE_SNR[10]dB_CLN-p092_emo_desire_freeform.csv,Stationary
p092_emo_desire_sentences,BASELINE_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[10]dB,16000,1.3881707191467283,10.014333724975586,0.75400310754776,2.907525936762492,3.875489614962664,2.6859272818492266,2.603288675802089,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[10]dB_CLN-p092_emo_desire_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[10]dB,16000,1.8940105438232424,10.673206329345703,0.7613887190818787,3.287545601526896,3.7000726162983217,3.093777813098092,2.7629191869269007,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[10]dB_CLN-p092_emo_desire_sentences.csv,mband_py_N6_lin_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[10]dB,16000,1.868011236190796,10.393428802490234,0.7562477588653564,3.2144974867502847,3.9160460708015647,3.033056879089351,2.9466948951013205,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_desire_sentences_NOIZEUS_NOISE_DATASET_Street Noise_SNR[10]dB_CLN-p092_emo_desire_sentences.csv,Street
p092_emo_disappointment_freeform,BASELINE_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB,16000,1.409592866897583,10.000487327575684,0.811381995677948,2.860039268221174,4.3633342031925775,2.215947639948346,2.7820344978680724,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB_CLN-p092_emo_disappointment_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB,16000,1.78849458694458,12.689510345458984,0.8292040824890137,2.8962927545819963,4.322852735545351,2.7279206640434337,3.025302555271966,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB_CLN-p092_emo_disappointment_freeform.csv,mband_py_N6_lin_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB,16000,1.7600560188293457,12.257251739501951,0.8208590149879456,2.985616888318743,4.368709272948142,2.556229674870174,3.0066386768688025,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disappointment_freeform_NOIZEUS_NOISE_DATASET_Street Noise_downtown_SNR[10]dB_CLN-p092_emo_disappointment_freeform.csv,Street
p092_emo_disappointment_sentences,BASELINE_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[10]dB,16000,1.316823959350586,10.003313064575195,0.731379508972168,3.0084338188171387,4.275481746642327,2.68623439685566,3.0260803468148496,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[10]dB_CLN-p092_emo_disappointment_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[10]dB,16000,1.5423336029052734,8.534189224243164,0.731187641620636,3.1509530544281006,4.238164185019325,2.6815877973559843,2.905058510043628,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[10]dB_CLN-p092_emo_disappointment_sentences.csv,mband_py_N6_lin_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[10]dB,16000,1.498393416404724,8.608380317687988,0.731191098690033,3.194471836090088,4.413928386007065,3.176753951082657,3.3655623592556907,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disappointment_sentences_NOIZEUS_NOISE_DATASET_Train1_SNR[10]dB_CLN-p092_emo_disappointment_sentences.csv,Train
p092_emo_disgust_freeform,BASELINE_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[10]dB,16000,1.4864988327026367,10.005793571472168,0.8653387427330017,2.8971451010022844,4.112163436989386,1.9592322380061664,2.4133400515916605,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[10]dB_CLN-p092_emo_disgust_freeform.csv,mband_py_N6_lin_AVR1_8_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[10]dB,16000,1.5489537715911863,8.723855972290039,0.8624280095100403,3.0626241820199147,4.271493387924743,2.2013399522546204,2.677497925723269,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[10]dB_CLN-p092_emo_disgust_freeform.csv,mband_py_N6_lin_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[10]dB,16000,1.5359525680541992,8.94206428527832,0.8608274459838867,3.018844876970564,4.11343987133443,2.314537963281911,2.6716449526464907,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disgust_freeform_NOIZEUS_NOISE_DATASET_Train2_SNR[10]dB_CLN-p092_emo_disgust_freeform.csv,Train
p092_emo_disgust_sentences,BASELINE_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[10]dB,16000,1.8104350566864007,9.99301528930664,0.7555624842643738,3.0408087253570555,4.348184897428313,2.4445644028654967,2.863029658666598,BASELINE_NOIZEUS_EARS_metrics.csv_ENH-BASELINE_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[10]dB_CLN-p092_emo_disgust_sentences.csv,mband_py_N6_lin_AVR1_8_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[10]dB,16000,2.319421768188477,11.977110862731934,0.7619720101356506,2.994860553741455,4.250567655488674,2.9725804463088314,3.15023525924686,mband_py_N6_lin_AVR1_8_metrics.csv_ENH-mband_py_N6_lin_AVR1_8_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[10]dB_CLN-p092_emo_disgust_sentences.csv,mband_py_N6_lin_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[10]dB,16000,2.28357481956482,11.86811351776123,0.7582387924194336,3.020660066604614,4.303021905060191,3.087003733100019,3.297689575839537,mband_py_N6_lin_metrics.csv_ENH-mband_py_N6_lin_p092_emo_disgust_sentences_NOIZEUS_NOISE_DATASET_Water Cooler_SNR[10]dB_CLN-p092_emo_disgust_sentences.csv,Stationary
